order_id,cust_id,cc_id,cost
4747540527,77644093,30909,832.96
4078781414,63950347,31123,5555.57
3559678163,54929994,11594,1.19
2586086491,92659261,86616,54.62
1619657195,10121492,60293,1.76
5497457231,58711426,45987,134.63
2133182685,37534737,69872,97.36
8037274693,62642466,89454,9076.14
7677515542,47384012,25085,83.50
4723515933,54282199,36894,806.78
2314252160,92707208,10910,4758.76
9359411779,63509381,74383,1213.84
6504728076,34193513,21711,43.89
7378488282,98307686,64481,95.40
3698992050,91261856,87688,612.19
2692749905,97486250,88361,1.98
2832907580,46289565,54891,924.31
3071254794,67004812,37424,3062.69
1294894720,85827344,20117,4.79
5357177743,10304462,88871,5.61
2511153211,96117316,16143,65.10
1666964463,20356148,93338,6.12
9609929616,86215619,79196,2681.24
2920838089,18546319,85718,249.15
6700101568,28034165,15620,593.68
7799750229,62621767,42051,3498.46
1111550338,55449599,81566,45.15
1730863646,22567817,59343,1537.30
7843133821,86947032,52517,4729.88
6991246218,84823480,58772,94.60
5139444181,26346665,46546,27.16
9124084238,62409550,60930,8.63
5215823597,62262064,60293,4.53
9371201291,17091781,66457,14.73
3720228350,56593459,95404,66.27
1726751036,22361671,46717,9.44
3664884484,43672289,10550,9257.85
7808453468,56764902,70892,9.20
8474980078,18224906,77277,312.88
3808289133,55633014,19321,8486.88
7567872880,25015621,80582,90.74
8911400822,27999140,40832,81.78
9002285465,23473347,67828,496.58
9103547755,91369219,18623,6.90
8374393059,35172159,81375,1.48
2470252043,54075981,10391,8291.99
2321872829,13989109,24408,9.76
1119571375,28660826,78749,4.22
7755843829,96289326,59759,9.20
9483820282,66627570,68526,10.92
5858742178,96036773,63247,9.17
8645095061,99687221,29113,30.67
4888141508,90136545,11310,6212.70
6982502092,78389117,34466,5120.90
9567688780,96267800,55828,25.50
7751237465,64635557,93488,5.70
8464481067,99225720,96139,9049.58
3593935154,27579485,52344,4.41
4055257102,25689636,11853,272.17
1471352031,39253045,55162,4035.26
6328681469,76129758,92803,32.35
3152581855,92519691,39607,30.93
9506004179,36630411,95388,274.75
8225747170,57306132,56638,68.13
3729955717,93702576,18418,156.79
2892682470,44641595,17049,5.75
5949876735,38315543,34101,1345.38
6032183195,37173130,32460,4.54
4139061078,98187744,51406,67.12
8424425159,90520860,80930,1.22
3145961531,97069272,30757,582.34
5872565345,22038705,88876,172.96
6067953275,69219652,28594,9.97
9368902021,29983054,73246,8696.91
7742790572,12526186,90510,9374.16
2419973339,20715991,79335,161.44
6731587516,31022905,57441,161.36
4701788843,23222389,40438,994.20
5712476099,76859650,34998,54.85
7963629206,48387976,86412,5.41
8341042141,76672026,22984,3315.14
9659878296,32777607,92703,7.16
6939962172,61390427,71113,35.59
1335043925,25301474,39898,9.98
6452819222,32761976,82105,7036.18
6820149466,60575390,78704,653.69
7278586301,50400590,66561,142.10
3852388882,55097327,27148,5.67
9161241955,86653026,86399,4.99
1868086976,11586706,84326,901.96
4401067379,60544021,69200,8734.40
5650819235,72122573,49402,1701.64
2482269509,40163685,34952,2604.39
4118688464,61160318,27436,65.18
7974348111,85663499,14470,59.63
7209763030,64103191,54129,553.52
6321433779,91296956,86490,8175.85
6477201071,80135439,27044,542.98
2091957036,50983051,50023,5.16
7312050776,72199990,27074,3.52
9451129574,90832406,54561,646.55
8838733463,85350031,84097,542.49
2865689819,78989284,83424,4963.72
6320398525,93101899,81696,233.83
4688866800,79609022,45771,5.96
4698741809,45841753,79458,35.77
1862066151,26803468,68541,16.78
5556452689,75113653,29218,99.84
5985149598,84205896,41697,46.22
8471512342,60654629,75733,68.85
5786618785,74507523,40345,6.68
6546863431,46403946,37679,2.91
9187256900,89678782,73540,7760.97
6179916049,59654393,82884,46.89
4319825469,86784264,64498,5043.22
5015585267,79864232,67800,492.75
4359630801,78912591,72103,448.85
3951589138,10019992,27301,942.99
9881438190,44130512,51061,76.28
3017754509,79876944,94786,5.36
7620277396,85081860,54490,7.65
6211867781,30994633,50435,58.85
1832833409,97912204,40941,13.51
1035852500,86741799,91687,7936.30
3284431698,70778049,72750,78.75
7284856315,85882387,17017,5934.81
1433756337,18260231,89619,738.52
8615070262,46643869,70816,8.66
5795529615,60819815,52163,53.30
4061841448,95407672,19029,480.15
4801374798,70009878,17300,6678.54
6746345181,19539778,33432,279.57
4997748196,46000164,36075,70.37
3140866815,76538853,43850,98.58
5605470918,45942792,88052,48.46
8506606081,29786720,47825,3.50
5307825001,48629074,86456,2465.27
7919984725,39688130,30155,59.48
7719229620,84426974,97785,505.58
6349176427,98187744,19919,144.27
9867400983,91596612,74468,663.82
1069265460,95925862,59064,99.24
